step,emb_eff_rank,fourier_structured_ratio,fourier_entropy
1,84.88140887668,0.11734480700724484,3.8678512687066258
250,84.91695302406924,0.11795066574454346,3.8677374830475806
500,84.9365937009955,0.11799338558636058,3.8677332774854154
750,84.96494907982411,0.11797847758999223,3.867743494586435
1000,84.96640761235794,0.11798592647509969,3.8677480556977084
1250,84.96531371061032,0.11799351287726943,3.8677512615259584
1500,84.9854923865095,0.11800552972599003,3.867746408108575
1750,84.98995016989309,0.11799890548957222,3.8677482628009874
2000,84.99072017434115,0.11799563877263096,3.867748261968077
2250,84.98893701677409,0.11799793641811121,3.867747719690242
2500,85.01293172617702,0.11800373542802234,3.8677383560443053
2750,85.01653962463834,0.11801834261892086,3.867737308598441
3000,85.01605315748829,0.11803636207473182,3.8677365007984488
3250,85.04350236433844,0.11808056867421808,3.867729263172958
3500,85.04780097458465,0.1180738345304694,3.867731309770079
3750,85.05266758802563,0.11806607553769977,3.867733389259943
4000,85.05250536309109,0.11806441598785267,3.867734157040875
4250,85.08463193549476,0.11809407453339976,3.86771603689698
4500,85.08824287687048,0.11809460142985993,3.8677169637323097
4750,85.09262489918355,0.11809162687093627,3.8677180524856674
5000,85.09112362538573,0.11809336055279049,3.867718873409588
5250,85.14116682875957,0.11813555427105461,3.8676979555673836
5500,85.14782523851832,0.11813438009999845,3.867701059734573
5750,85.15346905448828,0.11813788184880435,3.867704376349013
6000,85.22768550367509,0.11827574521551294,3.8676690933862634
6250,85.23394425148413,0.11828213182116917,3.867670142953252
6500,85.2445933071516,0.11827714839437367,3.8676751575243973
6750,85.29057835603606,0.11835189851991884,3.867639886813102
7000,85.33064743646419,0.1183723025493137,3.867638360269184
7250,85.34208176188099,0.11836672773196448,3.8676477128946805
7500,85.34806403007642,0.11834810260810046,3.8676578992675763
7750,85.46506700571058,0.11860251088124228,3.8675695182471186
8000,85.48401921441236,0.11856924088536104,3.8675883021912245
8250,85.50081479036093,0.11850998387981761,3.8676128185696648
8500,85.6068007962494,0.1187330624785031,3.8675260716644977
8750,85.62872421344275,0.11868965190793138,3.8675498759048126
