step,emb_eff_rank,fourier_structured_ratio,fourier_entropy
36750,85.03782528755468,0.11817529444624594,3.86759366246156
37000,85.03896067259278,0.11817507183001723,3.8675936700480102
37250,85.04005552252193,0.11817456244207623,3.8675937050282885
37500,85.04115038654692,0.11817428178295243,3.8675937199703645
37750,85.04224526466794,0.11817379029980325,3.8675937480806972
38000,85.04342126057313,0.11817347084242569,3.867593758211843
38250,85.04459727274045,0.11817318240958846,3.8675937815273578
38500,85.04577330117009,0.11817291607435465,3.8675937664246676
38750,85.04694934586229,0.11817245473694396,3.8675937741845026
39000,85.04812540681728,0.11817203036523478,3.867593813004312
39250,85.04926092937771,0.1181716474596189,3.8675938235645906
39500,85.05043702229814,0.1181712588307479,3.867593865527577
39750,85.0516536872612,0.1181710069975097,3.8675938449320957
40000,85.0528703696289,0.11817052281173814,3.8675938937285776
40250,85.05404651246202,0.11817010220768384,3.867593943082137
40500,85.05526322905962,0.11816972457467514,3.867593974949766
40750,85.0564799630626,0.11816933693640386,3.867593970228978
41000,85.05769671447123,0.11816877433136984,3.867594035671102
41250,85.05899460182562,0.11816845759771508,3.867594043901232
41500,85.06029250898433,0.11816795212148914,3.867594095704016
41750,85.06150931493227,0.11816751357544387,3.867594123165613
42000,85.06272613828688,0.11816709479881678,3.86759414246974
42250,85.06406466408194,0.11816661441508444,3.8675942181351477
42500,85.06532208628815,0.11816615935364579,3.8675942494768685
42750,85.0666606529324,0.11816584323321179,3.8675942631420135
43000,85.06799924064,0.11816521158850334,3.867594364001979
43250,85.06929728519965,0.1181647806748872,3.867594384782776
43500,85.07063591439666,0.11816431207398509,3.8675944223707535
43750,85.07193399918906,0.11816382699502177,3.867594452684362
44000,85.07323210378883,0.11816328615538549,3.8675945173176256
44250,85.07461136162938,0.11816282817475184,3.8675945604395627
44500,85.07590950708276,0.11816226760548756,3.867594605265044
44750,85.07724824032803,0.11816179276391924,3.86759466385102
45000,85.07862756328058,0.11816120602621598,3.867594696799515
45250,85.08000690859554,0.1181606570573301,3.8675947552053587
45500,85.08142684624939,0.1181599896117621,3.867594837270607
45750,85.0828468076012,0.11815950277519673,3.867594913385886
46000,85.08422622132106,0.11815906331466433,3.867594967419781
46250,85.0856868014003,0.11815846194157437,3.867595009759971
46500,85.08702568849863,0.11815793888551394,3.8675950552445215
46750,85.08852688999599,0.11815747982788737,3.8675951172581096
47000,85.08990639580473,0.11815685612383701,3.8675952103546822
47250,85.09136707339145,0.11815613434242565,3.867595267359796
47500,85.09286835148446,0.11815555781392816,3.8675953210994836
47750,85.09432907991696,0.11815500736170977,3.867595416189366
48000,85.09583041026902,0.11815439736052376,3.8675954936428765
48250,85.09725061200825,0.11815380392062495,3.86759557891821
48500,85.09871141566789,0.11815322427033585,3.8675956597959082
48750,85.10025340229139,0.11815253304212113,3.867595735111631
49000,85.10183599656362,0.1181520543574949,3.8675957814149453
49250,85.10337803980445,0.11815138773652374,3.86759588681138
49500,85.10487952980849,0.1181507462449617,3.867596011164749
49750,85.10638104630351,0.11815012781087887,3.8675960773294342
50000,85.10792317190055,0.1181496329092156,3.867596139991737
